,Source,Target,Weight
1054,cloud_computing,aws_programming_and_tools,15
1055,cloud_computing,kubernetes,6
1056,cloud_computing,firebase,2
1057,cloud_computing,aws_s3,9
1058,cloud_computing,building_private_cloud_with_openstack,3
1059,cloud_computing,iaas_(infrastructure_as_a_service),58
1060,cloud_computing,sdn,2
1061,cloud_computing,containers,13
1062,cloud_computing,aws,24
1063,cloud_computing,salesforce.com,9
1064,cloud_computing,openstack_-_quantum,2
1065,cloud_computing,monitoring,4
1066,cloud_computing,ibm,4
1067,cloud_computing,network_management_and_monitoring,2
1068,cloud_computing,high_scalability_computing,33
1069,cloud_computing,private_cloud,3
1070,cloud_computing,cloud_foundry,4
1071,cloud_computing,software_defined_networking,3
1072,cloud_computing,apache_mesos,3
1073,cloud_computing,paas:_platform_as_a_service,6
1074,cloud_computing,cloud_networking,2
1075,cloud_computing,redhat_-_openstack,2
1076,cloud_computing,saas_(software_as_a_service),60
1077,cloud_computing,microservices,4
1078,cloud_computing,bigdata,3
1079,cloud_computing,cloud_storage,4
1080,cloud_computing,devops,89
1081,cloud_computing,deployment,2
1082,cloud_computing,coreos,3
1083,cloud_computing,big_data,89
1084,cloud_computing,real_life_uses_of_aws_and_cloud_servers,6
1085,riak,functional_programming,4
1086,webdriver,selenium_software,3
1087,webdriver,software_testing,5
1088,cg_artists,3d_modeling,9
1089,cg_artists,vfx,3
1090,microcontrollers,arduino,20
1091,web_&_new_technology,lucene_solr_nutch_mahout_and_open_source_search,2
1092,scrum_in_real_world,scrum,8
1093,silverlight,mobile_development,1
1094,windows_phone,mobile_development,4
1095,behavior_driven_development,test_driven_development,2
1096,devops_automation,devops,17
1097,internet_professionals,e-business_owners,3
1098,internet_professionals,frontend,2
1099,internet_professionals,job_search,3
1100,internet_professionals,web_design,60
1101,podcasting,new_media,4
1102,oauth,cloud_identity,2
1103,federated_identity,cloud_identity,2
1104,embedded_systems,internet_of_things,10
1105,reporters_and_journalists,digital_media,3
1106,social_networking_for_software_developers,software_development_process,1
1107,electronic_privacy,software_freedom,2
1108,electronic_privacy,digital_rights,6
1109,team_foundation_server,scrum,3
1110,lawyers,law_&_technology,3
1111,leadership,"eating,_drinking,_talking,_laughing,_etc",1
1112,leadership,management,3
1113,leadership,organization_development,3
1114,leadership,professional_development,5
1115,learning,knowledge_sharing,8
1116,learning,education_&_technology,18
1117,learning,education,4
1118,wordpress_for_business,wordpress_seo,12
1119,social_media,facebook,6
1120,social_media,pinterest,2
1121,social_media,how_to_market_your_business_through_blogging,5
1122,social_media,travel_blogging,2
1123,social_media,food_blogging,2
1124,social_media,linkedin,2
1125,social_media,twitter,10
1126,social_media,google_plus,2
1127,yii_framework,php,2
1128,scrum_master,scrum_development,4
1129,scrum_master,scrum,14
1130,smart_property,smart_contracts,7
1131,business_process_improvement,business_process_management,3
1132,web_design,web_application,4
1133,web_design,web_design_and_development,5
1134,web_design,mobile_development,69
1135,web_design,freelancer_networking,2
1136,web_design,entrepreneurship,62
1137,web_design,cms_(content_management_systems),32
1138,web_design,user_experience,55
1139,web_design,freelance,5
1140,web_design,coldfusion,2
1141,web_design,digital_strategy,4
1142,web_design,joomla,2
1143,computing,information_technology,2
1144,new_career,professional_development,2
1145,user_experience,ui/ux_design,17
1146,user_experience,ux_creatives,4
1147,user_experience,user_experience_optimization,3
1148,user_experience,ux_research,6
1149,user_experience,product_design,34
1150,user_experience,agile_ux,8
1151,user_experience,ui/ux,9
1152,user_experience,service_design,7
1153,user_experience,user_research,42
1154,user_experience,ux/ui,8
1155,golang,golang_programming_language,4
1156,enterprise_application_integration,mule_esb,5
1157,enterprise_application_integration,system_integration,3
1158,enterprise_application_integration,mule,3
1159,smart_grid,scada_and_industrial_controls_security,10
1160,smart_grid,smart_sensors,16
1161,mobile_app,mobile_development,4
1162,startup_accelerators,technology_startups,3
1163,manufacturers_&_ecommerce,ecommerce_marketing,2
1164,technical_architecture,microsoft_biztalk,2
1165,open_standards,open_data,1
1166,product_lifecycle_management,product_design,2
1167,product_lifecycle_management,time_management_&_personal_productivity,1
1168,technology_innovation,mobile_development,3
1169,hardware_startups,robotics,4
1170,code_katas,test_driven_development,3
1171,etl,big_data,7
1172,mhealth,mobile_development,2
1173,small_business_owners,coffee,2
1174,small_business_owners,technology_startups,9
1175,big_data_analytics,kx,6
1176,big_data_analytics,big_data,123
1177,connected_objects,internet_of_things,3
1178,website_optimization,website_development,2
1179,iot_hacking,internet_of_things,31
1180,artificial_general_intelligence,artificial_intelligence,5
1181,angel_investors,entrepreneurship,5
1182,law_&_technology,legal_industry,4
1183,law_&_technology,legal_and_business,6
1184,law_&_technology,entrepreneurship,4
1185,law_&_technology,legal_professionals,4
1186,spark,big_data,7
1187,cio,devops,2
1188,social_entrepreneurship,entrepreneurship,5
1189,iot,manufacturing,3
1190,iot,internet_of_things,15
1191,human-computer_interaction,virtual_reality,17
1192,network_security,information_security,25
1193,engineering,product_design,4
1194,courses_and_workshops,makers,4
1195,pragmatic_software_development,software_development_technologies,2
1196,open_government,open_data,5
1197,leveraging_big_data,big_data,12
1198,android,mobile_development,27
1199,postgres,postgresql,3
1200,scrum,agile_mindset,6
1201,scrum,kanban,60
1202,scrum,scrum_alliance,3
1203,scrum,behaviour_driven_development,2
1204,scrum,agile_leadership,57
1205,scrum,project_management_professional,5
1206,startup_incubation,internet_startups,15
1207,jboss_user_group_(jbug),jboss_application_server,4
1208,jboss_user_group_(jbug),jboss_solutions,3
1209,jboss_user_group_(jbug),jboss_enterprise_middleware,4
1210,automating_web_application_testing,test_automation,8
1211,online_retailers,e-commerce,6
1212,raspberrypi,arduino,4
1213,erlang_programming,functional_programming,11
1214,sitecore_cms,.net_content_management_systems,2
1215,diy_(do_it_yourself),restarters,2
1216,diy_(do_it_yourself),makers,26
1217,small_business,entrepreneurship,26
1218,android_sdk,mobile_development,2
1219,3d_printing,3d_scanning,5
1220,3d_printing,3d_modeling,14
1221,3d_printing,maker_innovation_ecosystem,2
1222,3d_printing,autocad,2
1223,3d_printing,cnc,2
1224,3d_printing,solidworks,2
1225,3d_printing,makers,38
1226,3d_printing,synthetic_biology,2
1227,conversion,conversion_optimization,2
1228,girls_in_tech,mobile_development,3
1229,crm,customer_relationship_management,8
1230,crm,salesforce.com,6
1231,crm,erp_software,2
1232,crm,salesforce.com_crm,2
1233,crm,social_crm,2
1234,virtual_reality,3d_gaming,13
1235,virtual_reality,vr,17
1236,virtual_reality,the_future_of_video_games,12
1237,virtual_reality,oculus_rift,27
1238,magento,e-commerce,11
1239,symfony,php,4
1240,software_quality,test_driven_development,21
1241,c_sharp,f#_programming,2
1242,agile_testing,software_qa_tools,2
1243,quantitative_finance,algorithmic_trading,3
1244,leadership_team_development,agile_leadership,2
1245,resonsive_web_design_and_umbraco,cms_(content_management_systems),3
1246,itil_itsm,help_desk,2
1247,itil_itsm,it_professionals,2
1248,itil_itsm,service_catalogue_management,2
1249,uav,drones,6
1250,php_application_development,php,24
1251,marketing_measurement,lean_startup,2
1252,real_time_analytics,big_data,6
1253,software_project_management,digital_project_management,3
1254,servicenow,information_technology_in_business,2
1255,go,go_programming_language,6
1256,digital_rights_management,internet_censorship,2
1257,javascript,javascript_best_practices,9
1258,javascript,html5,88
1259,javascript,front-end_development,41
1260,javascript,mobile_development,77
1261,javascript,php,44
1262,javascript,ruby,26
1263,javascript,d3.js,3
1264,javascript,open_source_frameworks,9
1265,javascript,server_side_javascript,13
1266,javascript,jquery,23
1267,javascript,react_native,6
1268,javascript,coding_dojos,6
1269,javascript,rich_internet_applications,16
1270,javascript,web_standards,15
1271,javascript,ember_js,5
1272,javascript,angularjs,29
1273,javascript,javascript_libraries,40
1274,javascript,javascript_applications,40
1275,javascript,reactjs,8
1276,javascript,web_components,3
1277,financial_engineering,algorithmic_trading,2
1278,python_web_development,python,14
1279,python_web_development,open_source_python,9
1280,python_web_development,agile_programming_and_python,4
1281,test_automation_frameworks,test_automation,11
1282,test_automation_frameworks,cucumber,2
1283,business_change,information_technology,1
1284,professional_blogging,blogging,2
1285,developing_mobile_apps,mobile_app_development,7
1286,text_analytics,data_analytics,6
1287,ethical_hacker,white_hat_hacking,13
1288,ethical_hacker,information_security,18
1289,graduate_students,entrepreneurship,2
1290,knowledge_sharing,collaboration,7
1291,education_&_technology,intellectual_discussion,5
1292,education_&_technology,iot_security,2
1293,education_&_technology,computer_tutoring,3
1294,image_analysis,robotics,2
1295,data,data_analytics,10
1296,copyright,internet_privacy,5
1297,copyright,net_neutrality,2
1298,web_analytics,data_analytics,10
1299,business_intelligence,data_warehousing,13
1300,business_intelligence,business_intelligence_best_practices,16
1301,business_intelligence,data_analytics,83
1302,business_intelligence,data_warehouses,4
1303,data_governance,big_data,5
1304,smart_contracts,hyperledger,5
1305,smart_contracts,ethereum,17
1306,sharepoint,microsoft_sharepoint_technology,3
1307,belief_networks,probabilistic_graphical_models,2
1308,lean,lean_management,2
1309,salesforce.com_developers,salesforce.com,8
1310,cad/cam,3d_modeling,6
1311,product_prototyping,internet_of_things,2
1312,life_transformation,self_exploration,2
1313,scalability,high_scalability_computing,4
1314,powershell,windows_powershell,4
1315,sitecore,.net_content_management_systems,2
1316,technology_startups,raising_capital,2
1317,technology_startups,financial_technology,12
1318,technology_startups,web_and_technology_startups,3
1319,technology_startups,lean_startup,70
1320,technology_startups,entrepreneur_networking,41
1321,technology_startups,brainstorming_ideas,2
1322,technology_startups,successful_startup_founders,2
1323,technology_startups,venture_capital,25
1324,technology_startups,entrepreneurship,143
1325,technology_startups,travel,3
1326,technology_startups,business_startup,6
1327,technology_startups,rock_climbing,2
1328,technology_startups,investing,6
1329,technology_startups,tech_savvy_entrepreneurs,3
1330,technology_startups,bring_angel_investors_and_startups_together,5
1331,technology_startups,internet_startups,111
1332,technology_startups,startup_pitching,12
1333,technology_startups,start-up,4
1334,technology_startups,new_product_development:_software_&_tech,27
1335,technology_startups,tech_talks,6
1336,technology_startups,early_stage_startups,2
1337,technology_startups,latin_america,2
1338,technology_startups,funding,2
1339,technology_startups,seed_funding,3
1340,social_networking,entrepreneurship,21
1341,right_to_individual_privacy,internet_privacy,3
1342,food_bloggers,lifestyle_blogging,2
1343,food_bloggers,blogging,2
1344,magento_meetups,e-commerce,9
1345,ecommerce_&_social_media,best_practices_for_high_performance_ecommerce,2
1346,raspberry_pi,open_source_hardware,7
1347,raspberry_pi,arduino,28
1348,configuration_management,devops,56
1349,internet_censorship,internet_privacy,3
1350,internet_privacy,data_privacy,3
1351,internet_privacy,censorship_and_freedom_of_speech,5
1352,internet_privacy,information_security,5
1353,internet_privacy,digital_rights,10
1354,product_design,computer_aided_design,2
1355,product_design,product_management,23
1356,product_design,software_product_management,11
1357,product_design,industrial_design,3
1358,opengl,webgl,5
1359,learn_wordpress,wordpress_plugins,4
1360,coding_for_beginners,learn_programming,4
1361,high_frequency_trading,algorithmic_trading,3
1362,linked_data,open_data,5
1363,php_cms,cms_(content_management_systems),3
1364,financial_technology,financial_innovation,16
1365,financial_technology,finance,6
1366,financial_technology,banking,12
1367,financial_technology,fintech,9
1368,financial_technology,fintech_evolution,4
1369,financial_technology,mobile_payment,2
1370,financial_technology,finance_professionals,5
1371,financial_technology,payments,2
1372,3d_modeling,blender_3d,4
1373,internet_of_things,machine-to-machine,6
1374,internet_of_things,apps_for_smart_cities,2
1375,internet_of_things,wearables,6
1376,internet_of_things,smart_sensors,41
1377,internet_of_things,beacons,2
1378,internet_of_things,wearable_technologies,17
1379,internet_of_things,m2m_devices,11
1380,internet_of_things,smart_city,4
1381,internet_of_things,smart_cities,13
1382,internet_of_things,big_data,24
1383,internet_of_things,internet_communication_technology,2
1384,internet_of_things,m2m,22
1385,internet_of_things,smart_home,19
1386,internet_of_things,sensors,21
1387,data_warehouse,data_management,3
1388,makers,hardware_hacks_&_gadgeteering,6
1389,makers,arduino,47
1390,makers,hackers_and_makers,7
1391,makers,diy_technology,14
1392,makers,creative_problem_solving,4
1393,starting_an_e-commerce_bus,ecommerce_marketing,2
1394,test_automation,bdd,4
1395,test_automation,test_driven_development,34
1396,test_automation,innovations_in_software_testing,7
1397,test_automation,selenium,10
1398,test_automation,software_testing,29
1399,digital_identity,cloud_identity,2
1400,photography,entrepreneurship,4
1401,artificial_intelligence_machine_learning_robotics,artificial_intelligence,12
1402,content_strategy_and_seo,seo_(search_engine_optimization),9
1403,docker,unikernel,2
1404,ecommerce_technology,e-commerce,19
1405,ecommerce_technology,what_ecommerce_platform_do_you_use?,2
1406,ecommerce_technology,internet_retail,7
1407,ecommerce_technology,e-commerce_-_internet_marketing,4
1408,ecommerce_technology,best_practices_for_high_performance_ecommerce,4
1409,mysql,php,20
1410,corona_sdk,lua_programming,3
1411,e-commerce_business,ecommerce_marketing,5
1412,seo_(search_engine_optimization),pay_per_click,4
1413,data_mining,big_data_for_social_media,3
1414,data_mining,big_data,115
1415,f#_programming,functional_programming,6
1416,f#_programming,f-sharp,2
1417,css3,html5,8
1418,self-improvement,study_group,2
1419,self-improvement,entrepreneurship,16
1420,self-improvement,self_exploration,4
1421,self-improvement,personal_development,6
1422,microsoft_sharepoint_technology,sharepoint_technologies,2
1423,jasmine,test_driven_development,2
1424,big_data,data_management,47
1425,big_data,using_mongodb_in_the_cloud,6
1426,big_data,predictive_analytics,117
1427,big_data,cassandra,14
1428,big_data,data_analytics,169
1429,big_data,risk_management,3
1430,big_data,sql,15
1431,risk_management,mathematical_modelling,2
1432,business_strategy,internet_business,2
1433,business_strategy,entrepreneurship,47
1434,business_strategy,branded_content,2
1435,erp_cloud,customer_relationship_management,2
1436,erp_cloud,erp_consulting,2
1437,erp_cloud,enterprise_resource_planning,2
1438,information_security,web_security,20
1439,information_security,software_security,20
1440,automated_trading_strategies,algorithmic_trading,2
1441,ocaml_programming,functional_programming,5
1442,mobile_services,mobile_development,3
1443,sql_server_2012,advanced_sql_server,3
1444,android_development,mobile_development,86
1445,data_center_and_operations_automation,devops,53
1446,blogging,blog_writers,3
1447,blogging,learn_blogging,3
1448,blogging,create_a_blog,3
1449,computers,information_technology,6
1450,digital_marketing_professionals,digital_marketing,12
1451,data_analytics,quants,3
1452,data_analytics,marketing_analytics,3
1453,data_analytics,business_analytics,53
1454,beginner_web_developer,mobile_development,2
1455,software_testing,automation,7
1456,functional_programming,fsharp,2
1457,functional_programming,clojure,17
1458,functional_programming,distributed_systems,8
1459,kids,robotics,2
1460,computer_vision_applications,robotics,1
1461,cross_mentoring_with_expert_ceo_business_owners,entrepreneurship,2
1462,arduino,robotics,37
1463,arduino,electronics_as_a_hobby,2
1464,international_development,ict:_information_communications_technology,2
1465,it,it_professionals,6
1466,mobile_app_development,mobile_development,9
1467,communication_skills,professional_development,4
1468,biotech_&_medical,biotechnology,4
1469,umbraco,cms_(content_management_systems),5
1470,saas_(software_as_a_service),consulting,2
1471,small_business_marketing_strategy,entrepreneurship,13
1472,recruiting_and_hiring,mobile_development,1
1473,oculus_rift,augmented/mixed_reality,2
1474,pc_gaming,mobile_development,1
1475,women_entrepreneurs,entrepreneurship,19
1476,digital_marketing,digital_media,24
1477,digital_marketing,growth_hacking,2
1478,quants,algorithmic_trading,4
1479,smart_cities,sustainable_cities,4
1480,computer_science,computational_science_and_engineering,4
1481,job_search,networking_for_job_seekers,3
1482,digital_media,film_and_video_production,4
1483,digital_media,journalism,8
1484,digital_media,new_media,13
1485,digital_media,media,7
1486,digital_media,web_television,2
1487,oroplatform,e-commerce,2
1488,oroplatform,orocommerce,2
1489,arduino_and_robotics,robotics,9
1490,career,entrepreneurship,2
1491,facilitation,visual_thinking,2
1492,learn_to_code,learning_to_code,8
1493,web_of_data,open_data,1
1494,control_system_cyber_security,scada_and_industrial_controls_security,10
1495,android_app_marketing,mobile_development,3
1496,mobile_development,database_design_&_development,1
1497,mobile_development,fashion_and_style,1
1498,mobile_development,iphone_ipad_ios_developers,6
1499,mobile_development,android_enthusiasts,7
1500,mobile_development,cross_mobile_development,3
1501,mobile_development,gdg,2
1502,mobile_development,mobile_design,5
1503,mobile_development,mobile_web,8
1504,mobile_development,internet_technology_professionals_&_startups,3
1505,mobile_development,google_polymer,2
1506,mobile_development,apis,7
1507,mobile_development,unified_messaging,1
1508,mobile_development,mobile_social,3
1509,mobile_development,application_development,6
1510,mobile_development,android_app_design,3
1511,mobile_development,monetization,1
1512,mobile_development,spanish_language,1
1513,mobile_development,software_engineering,14
1514,mobile_development,android_development_training,2
1515,starting_a_business,entrepreneurship,2
1516,python,getting_started_with_python,7
1517,microsoft,microsoft_technology,10
1518,futurists,robotics,2
1519,algorithmic_trading,quantitative_trading,2
1520,algorithmic_trading,automated_trading,1
1521,algorithmic_trading,trading,2
1522,algorithmic_trading,trading_with_automated_trading_systems,1
1523,algorithmic_trading,quantitative_analysis,3
1524,automation,sharing,2
1525,opencv,robotics,4
1526,ecommerce_marketing,e-commerce,13
1527,collaboration,public_sector,2
1528,angular,angularjs,7
1529,learning_to_code,coders,8
1530,neural_networks,artificial_intelligence,28
1531,apis,web_api_design,10
1532,deep_learning,artificial_intelligence,25
1533,behaviour_driven_testing,test_driven_development,4
1534,kinect,robotics,3
1535,geospatial,spatial_data,3
1536,geospatial,web_mapping,2
1537,medical_imaging,robotics,1
1538,twitter,social_media_management,4
1539,artificial_intelligence,transhumanism,2
1540,artificial_intelligence,robotics,24
1541,ansible,devops,8
1542,self_exploration,self-empowerment,4
1543,theater,robotics,2
1544,spatial_data,mapping,5
1545,spatial_data,geolocation,2
1546,live_music,robotics,2
1547,predictive_modeling,predictive_analytics,3
1548,civic_engagement_&_technology,open_data,7
1549,leanstartups,lean_startup,3
1550,entrepreneurship,coworking,4
1551,information_technology_in_business,information_technology,18
1552,php,zend_framework,4
1553,metrics,monitoring,4
1554,software_craftsmanship,test_driven_development,14
1555,magento_designers,seo_for_magento,4
1556,magento_designers,magento_enterprise,6
1557,smart_sensors,google_glass,2
1558,bitcoin_security,bitcoin,6
1559,hardware_engineering,robotics,5
1560,wordpress_plugins,wordpress_themes,29
1561,wordpress_plugins,wordpress_small_business_websites,2
1562,robotics,maker_faire,3
1563,robotics,rapid_prototyping,4
1564,robotics,electronics_technology,2
1565,continuous_delivery,devops,67
1566,best_practices_for_high_performance_ecommerce,ecommerce_workshops,3
1567,information_technology,it_professionals,23
1568,continuous_integration,devops,13
